INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,ADM_RATE,SAT_AVG,CURROPER,ADDR,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
Iowa Wesleyan University,Mount Pleasant,IA,https://www.iw.edu/,3,4,0.8081,1003.0,0,601 N Main Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2072,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.1081,0.0,0.0,0.0,0.0631,0.0,0.0,0.0,0.0,0.0721,0.1441,0.036,0.0,0.0,0.0,0.0,0.0,0.027,0.0631,0.2432,0.0
Iowa Western Community College,Council Bluffs,IA,www.iwcc.edu/,2,2,Not Available,Not Available,1,2700 College Rd,0.0142,0.0,0.0,0.0,0.0057,0.0085,0.0334,0.0156,0.0121,0.0028,0.0597,0.0,0.0185,0.0,0.0014,0.2779,0.0,0.0036,0.0007,0.0,0.0,0.0142,0.0,0.0,0.0,0.0,0.0235,0.0192,0.0043,0.0014,0.0753,0.0775,0.0604,0.0,0.0007,0.226,0.0434,0.0
University of Iowa,Iowa City,IA,www.uiowa.edu/,3,4,0.86,1222.0,1,101 Jessup Hall,0.0,0.0132,0.0,0.003,0.0534,0.0,0.0249,0.0,0.0277,0.079,0.0,0.013,0.0,0.0,0.0279,0.0355,0.0,0.0405,0.0177,0.0,0.0883,0.1101,0.0064,0.0,0.0118,0.0,0.0,0.0,0.0098,0.0648,0.0,0.0,0.0,0.0,0.0439,0.0897,0.2269,0.0126
Kirkwood Community College,Cedar Rapids,IA,www.kirkwood.edu/,2,2,Not Available,Not Available,1,6301 Kirkwood Blvd SW,0.0605,0.0089,0.0,0.0,0.0,0.0047,0.0364,0.0169,0.0,0.0,0.0562,0.0,0.0089,0.0063,0.0,0.3099,0.0,0.0004,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0165,0.0055,0.0,0.0089,0.0427,0.0114,0.0,0.0085,0.2469,0.1484,0.0
La James International College-Cedar Falls,Cedar Falls,IA,www.ljic.edu/,1,1,Not Available,Not Available,1,6322 University Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0
La James International College-Johnston,Johnston,IA,www.ljic.edu/,1,1,Not Available,Not Available,1,8805 Chambery Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0,0.0
La James College of Hairstyling and Cosmetology,Mason City,IA,www.lajames.edu/,1,1,Not Available,Not Available,1,24 Second St NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1163,0.0,0.0
La James International College-Ft Dodge,Fort Dodge,IA,www.ljic.edu/,1,1,Not Available,Not Available,1,2419 5th Avenue South,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loras College,Dubuque,IA,www.loras.edu/,3,4,0.8984,Not Available,1,1450 Alta Vista,0.0,0.0,0.0,0.0,0.0595,0.0,0.0112,0.0,0.0892,0.0483,0.0,0.0149,0.0,0.0,0.0446,0.0,0.0,0.0558,0.0223,0.0,0.0149,0.2007,0.0297,0.0,0.0074,0.0,0.0409,0.0372,0.0706,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.2156,0.0223
Luther College,Decorah,IA,www.luther.edu/,3,3,0.7532,1241.0,1,700 College Drive,0.0,0.0286,0.0,0.0,0.0333,0.0,0.05,0.0,0.0524,0.0,0.0,0.0357,0.0,0.0,0.0476,0.0,0.0,0.0881,0.0095,0.0,0.0238,0.0119,0.0071,0.0,0.0333,0.0,0.0548,0.0,0.0333,0.0714,0.0,0.0,0.0,0.0,0.1667,0.131,0.0976,0.0238
Maharishi International University,Fairfield,IA,https://www.miu.edu/,3,4,0.9429,Not Available,1,1000 North 4th Street,0.0376,0.0,0.0,0.0,0.0,0.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376,0.1362,0.0,0.0,0.0047,0.0,0.0235,0.0,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376,0.1737,0.5258,0.0
Marshalltown Community College,Marshalltown,IA,https://mcc.iavalley.edu/,1,2,Not Available,Not Available,1,3700 S Center St,0.0,0.0,0.0,0.0,0.0,0.0046,0.0092,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.3494,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0023,0.0,0.0,0.1632,0.0391,0.2138,0.0,0.0,0.1701,0.0368,0.0
Mercy College of Health Sciences,Des Moines,IA,https://www.mchs.edu/,3,3,0.9671,Not Available,1,928 6th Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Morningside University,Sioux City,IA,https://www.morningside.edu/,3,4,0.7061,Not Available,1,1501 Morningside Ave,0.0333,0.0,0.0,0.0,0.0125,0.0,0.0458,0.0,0.1958,0.0042,0.0,0.0042,0.0,0.0,0.0083,0.0,0.0,0.1042,0.0083,0.0,0.025,0.0,0.0042,0.0,0.0,0.0,0.0583,0.0125,0.0,0.0333,0.0,0.0,0.0,0.0,0.0167,0.1042,0.2958,0.0333
Mount Mercy University,Cedar Rapids,IA,www.mtmercy.edu/,3,4,0.7527,1090.0,1,1330 Elmhurst Dr NE,0.0,0.0188,0.0,0.0,0.008,0.0,0.0214,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0188,0.0322,0.0,0.0483,0.0,0.0,0.0,0.0188,0.0027,0.0,0.0027,0.0,0.0536,0.0214,0.0429,0.0027,0.0,0.0,0.0,0.0,0.008,0.3298,0.3029,0.0
Ashford University,San Diego,CA,www.uagc.edu/,3,4,Not Available,Not Available,1,8620 Spectrum Center Boulevard,0.0,0.0049,0.0,0.0,0.0193,0.0,0.02,0.0,0.1594,0.004,0.0,0.0024,0.014,0.0,0.0058,0.0073,0.0052,0.0,0.0,0.0021,0.0279,0.0046,0.0,0.0,0.0,0.0,0.0719,0.0692,0.0018,0.0259,0.0,0.0,0.0,0.0,0.0,0.1218,0.4251,0.0072
North Iowa Area Community College,Mason City,IA,www.niacc.edu/,2,2,Not Available,Not Available,1,500 College Dr,0.021,0.0,0.0,0.0,0.0,0.0166,0.0033,0.0,0.0997,0.0,0.0089,0.0,0.0,0.0,0.0,0.3344,0.0,0.0033,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0066,0.0111,0.0133,0.0,0.0221,0.0664,0.0443,0.0,0.0,0.2735,0.0687,0.0
University of Northern Iowa,Cedar Falls,IA,https://www.uni.edu/,3,4,0.9495,1121.0,1,1227 W 27th St,0.0,0.0047,0.0,0.0,0.0507,0.0047,0.016,0.0,0.2363,0.0,0.0191,0.0005,0.0196,0.0,0.0114,0.029,0.0,0.0403,0.0165,0.0,0.0119,0.046,0.0031,0.0,0.0093,0.0,0.0538,0.0067,0.0383,0.0496,0.0,0.0,0.0,0.0,0.0346,0.0553,0.228,0.0145
Northwestern College,Orange City,IA,https://www.nwciowa.edu/,3,4,0.8733,Not Available,1,101 Seventh St SW,0.0,0.0,0.0,0.0,0.0088,0.0,0.0176,0.0,0.185,0.0,0.0,0.0396,0.0,0.0,0.0044,0.0044,0.0,0.0705,0.022,0.0,0.0,0.1233,0.0,0.022,0.0088,0.0,0.0352,0.0132,0.0308,0.0352,0.0,0.0,0.0,0.0,0.0617,0.1233,0.1762,0.0176
Northeast Iowa Community College,Calmar,IA,https://www.nicc.edu/,2,2,Not Available,Not Available,1,1625 Hwy 150,0.0856,0.0,0.0,0.0,0.0,0.0034,0.0151,0.0,0.005,0.0,0.0067,0.0,0.0336,0.0017,0.0017,0.1913,0.0,0.0017,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0067,0.0084,0.005,0.0,0.0537,0.0654,0.0386,0.0,0.0,0.3893,0.0856,0.0
Northwest Iowa Community College,Sheldon,IA,www.nwicc.edu/,2,2,Not Available,Not Available,1,603 W Park St,0.0197,0.0,0.0,0.0,0.0,0.0,0.0449,0.0,0.0,0.0,0.0449,0.0,0.0,0.0,0.0,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1966,0.1573,0.0281,0.0084,0.0,0.2388,0.1264,0.0
Palmer College of Chiropractic,Davenport,IA,www.palmer.edu/,3,4,Not Available,Not Available,1,1000 Brady St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCI Academy-Ames,Ames,IA,www.pci-academy.com/,1,1,Not Available,Not Available,1,309 Kitty Hawk Dr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882,0.0,0.0
Saint Ambrose University,Davenport,IA,www.sau.edu/,3,4,0.7392,1153.0,1,518 W Locust St,0.0,0.0,0.0,0.0091,0.0255,0.0,0.04,0.0,0.0745,0.0491,0.0,0.0018,0.0,0.0,0.0218,0.0,0.0,0.0564,0.0109,0.0,0.0091,0.1327,0.0018,0.0,0.0073,0.0,0.1073,0.0309,0.0327,0.0364,0.0,0.0,0.0,0.0,0.0327,0.1255,0.1836,0.0109
St Luke's College,Sioux City,IA,www.stlukescollege.edu/,2,3,0.8,910.0,1,2720 Stone Park Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
La James International College-Davenport,Davenport,IA,www.ljic.edu/,1,1,Not Available,Not Available,1,5205 North Brady Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0462,0.0,0.0
Simpson College,Indianola,IA,simpson.edu/,3,4,0.891,1410.0,1,701 North C St,0.0,0.0168,0.0,0.0,0.0671,0.0,0.0537,0.0,0.0738,0.0034,0.0,0.0201,0.0,0.0,0.0336,0.0034,0.0,0.0738,0.0302,0.0,0.0067,0.0503,0.0067,0.0,0.0101,0.0,0.0268,0.0738,0.0201,0.0772,0.0,0.0,0.0,0.0,0.0336,0.1007,0.1846,0.0336
Southeastern Community College,West Burlington,IA,www.scciowa.edu/,2,2,Not Available,Not Available,1,1500 West Agency Road,0.0417,0.0,0.0,0.0,0.0,0.0091,0.0183,0.0,0.0196,0.0,0.0117,0.0,0.0,0.0,0.0,0.2829,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0052,0.0091,0.0,0.0026,0.0091,0.0769,0.0978,0.0,0.0,0.3546,0.0548,0.0
Southwestern Community College,Creston,IA,www.swcciowa.edu/,1,2,Not Available,Not Available,1,1501 West Townline Street,0.0195,0.0,0.0,0.0,0.0,0.0,0.0456,0.0,0.0108,0.0,0.0,0.0,0.0043,0.0,0.0,0.2473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0108,0.0,0.0022,0.1887,0.0911,0.0889,0.0,0.0174,0.2408,0.0304,0.0
Capri College-Davenport,Davenport,IA,www.capricollege.edu/,1,1,Not Available,Not Available,1,2540 E. 53rd Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0792,0.0,0.0
Iowa School of Beauty-Sioux City,Sioux City,IA,iowaschoolofbeauty.com/,1,1,Not Available,Not Available,1,3320 Line Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E Q School of Hair Design,Council Bluffs,IA,www.sohohairacademy.com/,1,1,Not Available,Not Available,1,2600 South 9th St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upper Iowa University,Fayette,IA,https://www.uiu.edu/,3,4,0.5423,1065.0,1,605 Washington St,0.0,0.0152,0.0,0.0,0.0119,0.0,0.0087,0.0,0.0793,0.0022,0.0033,0.0,0.0,0.0,0.0022,0.0423,0.0,0.0141,0.0,0.0,0.0022,0.0206,0.0,0.0,0.0011,0.0,0.1129,0.0022,0.0901,0.0771,0.0,0.0,0.0,0.0,0.0119,0.1477,0.355,0.0
Waldorf University,Forest City,IA,www.waldorf.edu/,3,4,0.7386,Not Available,1,106 S Sixth St,0.0,0.0,0.0,0.0,0.0436,0.0,0.0,0.0,0.0225,0.0,0.1983,0.0,0.0084,0.0,0.0014,0.0014,0.0,0.007,0.0,0.0,0.0028,0.0155,0.0,0.0,0.0,0.0,0.1153,0.2729,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0675,0.2377,0.0028
Wartburg College,Waverly,IA,https://www.wartburg.edu/,3,3,0.9745,1113.0,1,100 Wartburg Blvd.,0.0,0.0127,0.0,0.0,0.0411,0.0,0.0316,0.0,0.1013,0.0348,0.0,0.0222,0.0,0.0,0.019,0.0,0.0032,0.1646,0.0222,0.0,0.0,0.0538,0.0222,0.0,0.0063,0.0,0.0538,0.0,0.0411,0.0538,0.0,0.0,0.0,0.0,0.038,0.038,0.2278,0.0127
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,tspacedarfalls.com/,1,1,Not Available,Not Available,1,1350 College Square Mall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Iowa Tech Community College,Sioux City,IA,https://www.witcc.edu/,1,2,Not Available,Not Available,1,4647 Stone Ave,0.0157,0.0,0.0,0.0,0.0027,0.0227,0.0346,0.0179,0.0547,0.0,0.0384,0.0,0.0168,0.0038,0.0,0.0519,0.0,0.0016,0.0,0.0,0.0097,0.0005,0.0,0.0,0.0,0.0,0.0011,0.0482,0.0011,0.0,0.0363,0.0801,0.0233,0.0,0.0043,0.4621,0.072,0.0005
William Penn University,Oskaloosa,IA,https://www.wmpenn.edu/,3,4,0.5767,971.0,1,201 Trueblood Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.2653,0.0153,0.0459,0.0,0.0,0.0,0.0051,0.0,0.0,0.0867,0.0051,0.0,0.0153,0.1378,0.0,0.0,0.0,0.0,0.0663,0.0,0.0459,0.0561,0.0,0.0,0.0,0.0,0.0408,0.0204,0.1837,0.0
Allen County Community College,Iola,KS,https://www.allencc.edu/,2,2,Not Available,Not Available,1,1801 N Cottonwood,0.0143,0.0,0.0,0.0,0.0,0.0,0.0201,0.0,0.0,0.0,0.0,0.0,0.0688,0.0,0.0,0.6361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034,0.0544,0.0
Baker University,Baldwin City,KS,https://www.bakeru.edu/,3,4,0.9175,1050.0,1,615 Dearborn Street,0.0,0.0,0.0,0.0,0.0291,0.0,0.0058,0.0,0.0727,0.0,0.0,0.0029,0.0,0.0,0.0029,0.0,0.0,0.032,0.0087,0.0,0.0465,0.1017,0.0029,0.0,0.0116,0.0,0.0552,0.0,0.0,0.0291,0.0,0.0,0.0,0.0,0.0116,0.2384,0.3343,0.0145
Barton County Community College,Great Bend,KS,www.bartonccc.edu/,2,2,Not Available,Not Available,1,245 NE 30th Road,0.0105,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0147,0.001,0.066,0.0,0.0147,0.0031,0.0042,0.3372,0.0,0.0042,0.001,0.0,0.0,0.0052,0.0,0.0,0.001,0.0,0.0115,0.0147,0.0073,0.0042,0.0157,0.001,0.0754,0.0,0.0063,0.3435,0.0419,0.0031
Benedictine College,Atchison,KS,www.benedictine.edu/,3,4,0.9883,1220.0,1,1020 N 2nd St,0.0,0.0,0.0076,0.0,0.038,0.0,0.0278,0.0,0.0861,0.0582,0.0025,0.0101,0.0,0.0,0.0278,0.0051,0.0,0.0557,0.0177,0.0,0.0,0.0658,0.0076,0.0962,0.0253,0.0,0.0532,0.0,0.0,0.0684,0.0,0.0,0.0,0.0,0.043,0.0785,0.2,0.0253
Bethany College,Lindsborg,KS,https://www.bethanylb.edu/,3,3,0.6603,1010.0,1,335 E Swensson St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1475,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0246,0.0,0.0,0.1803,0.0,0.0,0.0,0.0,0.0984,0.041,0.0,0.0164,0.0,0.0,0.0,0.0,0.082,0.0,0.2541,0.0164
Bethel College-North Newton,North Newton,KS,www.bethelks.edu/,3,3,0.9715,1082.0,1,300 E 27th St,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0455,0.0152,0.0,0.0606,0.0455,0.0,0.0,0.0,0.0,0.0606,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0606,0.1818,0.197,0.0909
Butler Community College,El Dorado,KS,www.butlercc.edu/,2,2,Not Available,Not Available,1,901 S Haverhill Rd,0.0197,0.0,0.0,0.0,0.0044,0.0088,0.0365,0.008,0.0569,0.0139,0.0058,0.0007,0.0102,0.0,0.0015,0.2954,0.0,0.0036,0.0007,0.0,0.0029,0.0073,0.0007,0.0,0.0015,0.0,0.0131,0.0146,0.0,0.0175,0.0007,0.0073,0.0109,0.0,0.0095,0.3479,0.0999,0.0
Central Christian College of Kansas,McPherson,KS,https://www.centralchristian.edu/,3,3,Not Available,Not Available,1,1200 S Main,0.0,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0336,0.0,0.0,0.0,0.0,0.0,0.0,0.2017,0.0,0.0,0.0084,0.0,0.0,0.042,0.0,0.0,0.0084,0.0,0.1261,0.2521,0.0252,0.0,0.0,0.0,0.0,0.0,0.0084,0.0924,0.1765,0.0
Cloud County Community College,Concordia,KS,https://www.cloud.edu/,2,2,Not Available,Not Available,1,2221 Campus Dr,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.4374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741,0.0,0.0149,0.0,0.3142,0.0,0.0
Coffeyville Community College,Coffeyville,KS,www.coffeyville.edu/,2,2,Not Available,Not Available,1,400 W 11th St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614,0.0673,0.0409,0.0,0.0,0.2661,0.0,0.0
Colby Community College,Colby,KS,www.colbycc.edu/,2,2,Not Available,Not Available,1,1255 S Range,0.2061,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.1556,0.0,0.0,0.0,0.0,0.4343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.1657,0.0182,0.0
Cowley County Community College,Arkansas City,KS,www.cowley.edu/,2,2,Not Available,Not Available,1,125 S 2nd St,0.0217,0.0,0.0,0.0,0.0,0.0,0.0089,0.0153,0.0,0.0,0.0395,0.0,0.0255,0.0,0.0,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0842,0.0,0.0013,0.0,0.0,0.0115,0.023,0.0867,0.0,0.0,0.25,0.0026,0.0
Dodge City Community College,Dodge City,KS,https://dc3.edu/,2,2,Not Available,Not Available,1,2501 N 14th Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0358,0.0083,0.0028,0.0,0.0,0.0138,0.0,0.0028,0.3361,0.0,0.0,0.0028,0.0,0.0,0.0028,0.0,0.0,0.0028,0.0,0.0083,0.0028,0.0028,0.0028,0.0744,0.0138,0.0303,0.0331,0.0028,0.3884,0.0248,0.0
Donnelly College,Kansas City,KS,www.donnelly.edu/,2,3,Not Available,Not Available,1,608 N 18th St,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4396,0.0879,0.0
Emporia State University,Emporia,KS,www.emporia.edu/,3,4,0.9567,1090.0,1,1 Kellogg Circle,0.0,0.0,0.0,0.0,0.0294,0.0,0.0294,0.0,0.2993,0.0,0.0,0.0112,0.0,0.0,0.007,0.0462,0.0,0.0336,0.0028,0.0,0.0,0.0112,0.0,0.0,0.021,0.0,0.0685,0.0182,0.0,0.0392,0.0,0.0,0.0,0.0,0.0364,0.1594,0.1762,0.0112
Flint Hills Technical College,Emporia,KS,www.fhtc.edu/,1,2,Not Available,Not Available,1,3301 W 18th St,0.0,0.0,0.0,0.0,0.0106,0.0371,0.0637,0.0239,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981,0.0716,0.0822,0.0,0.0,0.4615,0.0743,0.0
Fort Hays State University,Hays,KS,www.fhsu.edu/,3,4,0.8802,1051.0,1,600 Park St,0.0315,0.0,0.0,0.0,0.0013,0.0,0.0718,0.0,0.0869,0.0039,0.0105,0.0033,0.0,0.0,0.0498,0.0642,0.0,0.0144,0.0013,0.0,0.0003,0.0,0.0007,0.0,0.0098,0.0,0.0449,0.0108,0.0108,0.0692,0.0,0.0,0.0,0.0,0.0118,0.0826,0.4166,0.0036
Barclay College,Haviland,KS,www.barclaycollege.edu/,3,4,0.5268,Not Available,1,607 N Kingman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1515,0.0,0.0,0.0,0.0,0.0,0.0,0.2121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.1212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2121,0.0
Friends University,Wichita,KS,www.friends.edu/,3,4,0.6327,1112.0,1,2100 W. University Ave.,0.0,0.0638,0.0,0.0,0.0128,0.0,0.0468,0.0,0.1149,0.017,0.0,0.0128,0.0,0.0,0.0,0.166,0.0,0.0213,0.0043,0.0,0.0085,0.0255,0.0,0.0128,0.0085,0.0,0.1106,0.034,0.0,0.017,0.0,0.0,0.0,0.0,0.0426,0.034,0.2468,0.0
Fort Scott Community College,Fort Scott,KS,www.fortscott.edu/,1,2,Not Available,Not Available,1,2108 S Horton,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0658,0.0,0.0,0.0227,0.0,0.0,0.0,0.0,0.3311,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544,0.0317,0.0816,0.0,0.0,0.381,0.0,0.0
Garden City Community College,Garden City,KS,www.gcccks.edu/,1,2,Not Available,Not Available,1,801 Campus Dr,0.1204,0.0,0.0,0.0,0.0,0.0,0.0091,0.0427,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.3643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366,0.0,0.0,0.0442,0.0198,0.064,0.0,0.0,0.2866,0.0091,0.0
Haskell Indian Nations University,Lawrence,KS,www.haskell.edu/,2,3,0.9331,Not Available,1,155 Indian Ave,0.0,0.0821,0.0,0.1791,0.0224,0.0149,0.0,0.0,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.2985,0.0,0.0,0.0,0.0,0.097,0.0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0597,0.0,0.0,0.0,0.0,0.0,0.0,0.0299,0.1418,0.0
Hays Academy of Hair Design,Hays,KS,www.haysacademy.edu/,1,1,Not Available,Not Available,1,1214 East 27th Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hesston College,Hesston,KS,www.hesston.edu/,2,3,Not Available,Not Available,1,301 South Main,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.3084,0.0,0.0
